                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    525,                0.90584,                0.87386,                 1.2473,                0.93079,                0.92381,                0.96336,                0.80925,                0.66234,                0.57023,                 1.0762,             0.00017806,             0.00017806,             0.00017806
                    526,                0.91519,                0.90376,                  1.271,                0.92635,                0.92223,                 0.9636,                0.80478,                0.66991,                0.57315,                 1.0825,             0.00017769,             0.00017769,             0.00017769
                    527,                0.92129,                0.91055,                  1.251,                0.95618,                0.90769,                0.96613,                0.81316,                0.66318,                0.57617,                 1.0783,             0.00017733,             0.00017733,             0.00017733
                    528,                 0.8924,                0.91514,                 1.2648,                0.94038,                0.91017,                0.96488,                0.80974,                0.66354,                 0.5818,                 1.0782,             0.00017696,             0.00017696,             0.00017696
                    529,                0.91875,                0.88776,                 1.2603,                0.93642,                0.91583,                0.96446,                 0.8081,                0.66615,                0.57278,                 1.0803,             0.00017659,             0.00017659,             0.00017659
                    530,                0.92503,                0.85958,                 1.2253,                0.94539,                0.91206,                0.96518,                0.80428,                0.67639,                0.57756,                 1.0857,             0.00017623,             0.00017623,             0.00017623
                    531,                0.89765,                0.87678,                 1.2169,                0.94805,                0.91462,                0.96638,                0.80739,                0.67012,                0.58257,                 1.0805,             0.00017586,             0.00017586,             0.00017586
                    532,                0.90288,                0.90624,                 1.2675,                0.93927,                0.91626,                0.96599,                0.80615,                0.66447,                0.57879,                 1.0774,             0.00017549,             0.00017549,             0.00017549
                    533,                0.90466,                0.88292,                 1.2543,                0.92214,                0.92672,                0.96446,                0.80992,                0.66623,                0.56253,                 1.0781,             0.00017513,             0.00017513,             0.00017513
                    534,                0.91691,                0.89414,                 1.2484,                 0.9394,                0.91288,                0.96427,                0.80963,                0.66723,                0.56511,                 1.0798,             0.00017476,             0.00017476,             0.00017476
                    535,                0.93433,                0.88632,                 1.2614,                 0.9142,                  0.922,                 0.9625,                0.80847,                0.66969,                0.57506,                 1.0763,              0.0001744,              0.0001744,              0.0001744
                    536,                0.89398,                0.85877,                 1.2277,                0.91694,                0.91649,                0.95877,                 0.8037,                0.67832,                0.58188,                 1.0869,             0.00017403,             0.00017403,             0.00017403
                    537,                0.91322,                0.88148,                 1.2557,                0.92113,                0.91864,                0.96353,                0.81145,                0.66181,                0.56551,                   1.08,             0.00017366,             0.00017366,             0.00017366
                    538,                0.88928,                0.87662,                 1.2579,                0.92342,                0.92198,                0.96506,                0.81191,                0.65359,                0.55929,                 1.0757,              0.0001733,              0.0001733,              0.0001733
                    539,                0.92238,                0.90916,                 1.2648,                0.93126,                0.92526,                0.96553,                0.81137,                0.65802,                0.55951,                  1.077,             0.00017293,             0.00017293,             0.00017293
                    540,                0.88836,                0.89451,                 1.2418,                0.94113,                0.91666,                0.96528,                0.81066,                0.66072,                0.55982,                 1.0719,             0.00017256,             0.00017256,             0.00017256
                    541,                0.89766,                0.84936,                 1.2478,                0.94746,                0.90843,                0.96518,                0.81113,                0.67321,                0.57468,                 1.0817,              0.0001722,              0.0001722,              0.0001722
                    542,                0.90866,                0.87661,                 1.2561,                0.93067,                0.92439,                0.96497,                0.80989,                0.66938,                0.56675,                 1.0763,             0.00017183,             0.00017183,             0.00017183
                    543,                0.96384,                0.88537,                 1.2714,                 0.9347,                0.92724,                0.96462,                 0.8088,                0.66547,                0.56092,                 1.0763,             0.00017147,             0.00017147,             0.00017147
                    544,                0.94682,                0.89564,                 1.2649,                0.92352,                0.93229,                0.96394,                0.80748,                0.66964,                0.55804,                   1.08,              0.0001711,              0.0001711,              0.0001711
                    545,                  0.943,                0.87891,                 1.2482,                 0.9204,                0.94192,                0.96757,                0.81494,                0.64967,                0.54925,                  1.068,             0.00017073,             0.00017073,             0.00017073
                    546,                 0.9383,                0.91145,                  1.267,                0.91243,                0.94203,                  0.969,                0.81617,                0.64531,                0.54784,                 1.0667,             0.00017037,             0.00017037,             0.00017037
                    547,                0.90308,                0.89169,                 1.2488,                0.93795,                0.92225,                0.96596,                0.81715,                0.64798,                0.54958,                 1.0647,                0.00017,                0.00017,                0.00017
                    548,                0.91992,                0.87259,                 1.2463,                0.95318,                0.91124,                0.96517,                0.81117,                0.65686,                0.56555,                 1.0674,             0.00016963,             0.00016963,             0.00016963
                    549,                0.86793,                0.82226,                 1.2064,                0.95332,                0.91849,                 0.9651,                0.81296,                0.65194,                0.55983,                 1.0605,             0.00016927,             0.00016927,             0.00016927
                    550,                0.90135,                0.88154,                 1.2481,                0.95261,                0.91825,                0.96585,                0.81339,                0.65904,                0.55353,                 1.0649,              0.0001689,              0.0001689,              0.0001689
                    551,                0.88245,                 0.8473,                  1.248,                 0.9483,                  0.917,                 0.9671,                0.80895,                0.66062,                0.55301,                  1.069,             0.00016853,             0.00016853,             0.00016853
                    552,                0.92339,                0.85346,                 1.2433,                0.93942,                0.91401,                0.97094,                0.81536,                0.65416,                0.55315,                  1.067,             0.00016817,             0.00016817,             0.00016817
                    553,                0.94418,                0.90619,                 1.2716,                0.95752,                0.90846,                0.97093,                0.81998,                0.64724,                0.54892,                 1.0648,              0.0001678,              0.0001678,              0.0001678
                    554,                0.90222,                0.87518,                 1.2526,                0.95871,                0.90621,                0.97088,                0.82327,                0.64133,                0.54837,                  1.064,             0.00016744,             0.00016744,             0.00016744
                    555,                0.93619,                0.87681,                 1.2323,                 0.9247,                0.93121,                0.96696,                0.81453,                0.65355,                0.55102,                 1.0694,             0.00016707,             0.00016707,             0.00016707
                    556,                0.94718,                0.90677,                 1.2659,                0.90794,                  0.944,                0.96797,                0.81529,                0.65232,                0.54928,                 1.0653,              0.0001667,              0.0001667,              0.0001667
                    557,                0.89068,                0.84503,                 1.2231,                0.92936,                0.93396,                0.96993,                0.81813,                0.64468,                0.54664,                   1.06,             0.00016634,             0.00016634,             0.00016634
                    558,                0.88003,                0.85979,                 1.2336,                0.91915,                0.93629,                0.97001,                0.81406,                0.64757,                 0.5611,                 1.0611,             0.00016597,             0.00016597,             0.00016597
                    559,                0.89924,                0.85266,                 1.2404,                 0.9247,                0.92781,                 0.9691,                0.81696,                0.64991,                0.55801,                 1.0592,              0.0001656,              0.0001656,              0.0001656
                    560,                0.90599,                0.87009,                 1.2449,                0.93509,                0.93213,                0.97093,                0.82104,                0.64899,                 0.5472,                  1.057,             0.00016524,             0.00016524,             0.00016524
                    561,                0.87697,                0.83066,                 1.2261,                0.93166,                 0.9376,                0.97028,                0.82377,                0.63662,                0.53389,                 1.0499,             0.00016487,             0.00016487,             0.00016487
                    562,                0.88135,                0.84777,                 1.2337,                0.93235,                0.92843,                0.96859,                0.81813,                0.63865,                0.53564,                  1.055,             0.00016451,             0.00016451,             0.00016451
                    563,                0.88644,                0.87608,                 1.2626,                0.93118,                0.92397,                0.96541,                0.81895,                0.63768,                0.54131,                 1.0566,             0.00016414,             0.00016414,             0.00016414
                    564,                0.93924,                0.89632,                 1.2633,                0.91952,                0.94106,                0.96657,                0.81573,                0.65192,                 0.5524,                 1.0649,             0.00016377,             0.00016377,             0.00016377
                    565,                0.91043,                 0.8608,                 1.2381,                0.92339,                0.94184,                0.96549,                0.81948,                 0.6463,                0.54597,                 1.0596,             0.00016341,             0.00016341,             0.00016341
                    566,                0.87772,                0.84844,                  1.221,                0.94056,                0.92708,                0.96438,                0.82075,                 0.6374,                0.54754,                 1.0544,             0.00016304,             0.00016304,             0.00016304
                    567,                0.92497,                0.87207,                 1.2646,                0.93933,                0.91266,                0.96571,                0.81246,                0.65287,                0.56768,                  1.065,             0.00016267,             0.00016267,             0.00016267
                    568,                0.90985,                0.85146,                 1.2249,                0.93694,                0.91841,                0.96628,                0.81962,                0.64874,                0.55397,                 1.0648,             0.00016231,             0.00016231,             0.00016231
                    569,                0.91258,                0.87095,                   1.25,                0.94847,                0.91613,                0.97001,                0.82204,                0.65104,                 0.5492,                 1.0662,             0.00016194,             0.00016194,             0.00016194
                    570,                 0.8659,                0.82564,                 1.2241,                0.93882,                0.92548,                0.96961,                0.82429,                0.64373,                0.55051,                 1.0597,             0.00016158,             0.00016158,             0.00016158
                    571,                0.86875,                0.84186,                 1.2279,                0.91752,                0.94167,                0.96767,                0.82343,                0.64231,                0.55068,                 1.0554,             0.00016121,             0.00016121,             0.00016121
                    572,                0.90094,                0.87774,                 1.2363,                0.93094,                0.93178,                0.96693,                0.81996,                0.64614,                 0.5494,                 1.0578,             0.00016084,             0.00016084,             0.00016084
                    573,                0.88741,                0.84491,                 1.2142,                0.94263,                0.92667,                0.96874,                0.82377,                0.63975,                 0.5454,                 1.0523,             0.00016048,             0.00016048,             0.00016048
                    574,                0.89709,                0.83347,                 1.2338,                0.94878,                0.92843,                0.96944,                0.82605,                0.63173,                0.54359,                 1.0499,             0.00016011,             0.00016011,             0.00016011
                    575,                 0.8915,                0.82357,                 1.2377,                0.95125,                0.93076,                0.96885,                0.82228,                0.63061,                 0.5365,                 1.0514,             0.00015974,             0.00015974,             0.00015974
                    576,                0.88387,                0.82401,                 1.2293,                0.93127,                0.93606,                0.96897,                0.82041,                0.63688,                0.53474,                 1.0504,             0.00015938,             0.00015938,             0.00015938
                    577,                0.86405,                 0.8272,                 1.2093,                0.95234,                  0.915,                0.96946,                0.82189,                0.63234,                0.53811,                 1.0491,             0.00015901,             0.00015901,             0.00015901
                    578,                0.86682,                0.80601,                 1.2004,                0.92038,                0.93753,                0.96999,                0.82312,                0.63252,                0.54479,                 1.0486,             0.00015864,             0.00015864,             0.00015864
                    579,                0.86712,                0.84486,                 1.2284,                0.93289,                0.93132,                0.96857,                0.82253,                0.63807,                0.55055,                 1.0541,             0.00015828,             0.00015828,             0.00015828
                    580,                0.83435,                 0.8119,                 1.2041,                0.93952,                0.92995,                0.96792,                0.82632,                0.63504,                0.53512,                 1.0507,             0.00015791,             0.00015791,             0.00015791
                    581,                0.85065,                0.81484,                 1.2023,                0.94629,                0.93068,                 0.9678,                0.82653,                0.62777,                0.52407,                 1.0477,             0.00015755,             0.00015755,             0.00015755
                    582,                0.85451,                0.81945,                 1.2274,                0.94228,                 0.9299,                0.96851,                0.82511,                0.62938,                0.53138,                 1.0483,             0.00015718,             0.00015718,             0.00015718
                    583,                0.84095,                  0.778,                 1.1899,                0.93037,                0.93495,                0.96913,                0.82538,                 0.6301,                0.53692,                 1.0492,             0.00015681,             0.00015681,             0.00015681
                    584,                0.86533,                0.81008,                 1.1936,                0.92784,                 0.9464,                0.97015,                0.82651,                0.63026,                0.53036,                 1.0499,             0.00015645,             0.00015645,             0.00015645
                    585,                0.89022,                0.82723,                 1.2139,                0.93122,                0.93839,                0.96994,                0.82695,                0.63153,                0.52469,                 1.0472,             0.00015608,             0.00015608,             0.00015608
                    586,                0.87525,                0.81917,                 1.2146,                0.92582,                0.93711,                0.96933,                0.82792,                0.62785,                 0.5311,                  1.047,             0.00015571,             0.00015571,             0.00015571
                    587,                0.86666,                0.85126,                 1.2119,                 0.9171,                0.93266,                0.96903,                0.82491,                 0.6296,                0.53795,                 1.0475,             0.00015535,             0.00015535,             0.00015535
                    588,                0.89361,                0.84288,                 1.2409,                0.95442,                0.91932,                 0.9696,                0.82546,                  0.632,                0.53667,                 1.0476,             0.00015498,             0.00015498,             0.00015498
                    589,                 0.8857,                0.85807,                 1.2383,                0.94752,                 0.9293,                0.97018,                0.82816,                0.62128,                0.52574,                 1.0453,             0.00015462,             0.00015462,             0.00015462
                    590,                0.91708,                0.87925,                 1.2555,                0.93511,                0.93523,                0.97015,                0.82749,                0.62073,                0.52969,                 1.0442,             0.00015425,             0.00015425,             0.00015425
                    591,                0.90642,                0.84966,                 1.2239,                0.93574,                0.92767,                 0.9707,                0.82767,                0.62409,                0.53984,                 1.0458,             0.00015388,             0.00015388,             0.00015388
                    592,                0.85593,                0.79877,                 1.2071,                0.94072,                0.92552,                0.96953,                0.82557,                0.62512,                0.54015,                 1.0479,             0.00015352,             0.00015352,             0.00015352
                    593,                0.93433,                0.91365,                 1.2746,                0.94896,                0.93162,                0.97122,                0.83196,                0.62604,                0.52236,                 1.0469,             0.00015315,             0.00015315,             0.00015315
                    594,                0.89599,                0.82822,                 1.2163,                0.95342,                0.92722,                0.97019,                0.82941,                0.63133,                0.51936,                 1.0476,             0.00015278,             0.00015278,             0.00015278
                    595,                0.87997,                0.84195,                 1.2191,                0.94526,                0.92623,                0.96964,                0.82982,                0.62971,                0.52138,                 1.0455,             0.00015242,             0.00015242,             0.00015242
                    596,                0.88904,                0.82953,                 1.2118,                0.96061,                0.91534,                0.97018,                0.83176,                 0.6237,                0.52078,                 1.0451,             0.00015205,             0.00015205,             0.00015205
                    597,                0.89763,                0.83428,                 1.2266,                0.96478,                 0.9182,                0.97152,                  0.831,                0.62632,                0.52932,                 1.0465,             0.00015169,             0.00015169,             0.00015169
                    598,                0.91884,                0.85086,                 1.2307,                0.95759,                0.92326,                0.97028,                0.82704,                0.62429,                0.53724,                 1.0466,             0.00015132,             0.00015132,             0.00015132
                    599,                0.91976,                0.86482,                 1.2377,                0.95816,                0.92209,                 0.9705,                0.83052,                0.62309,                0.53501,                  1.044,             0.00015095,             0.00015095,             0.00015095
                    600,                0.87038,                0.85389,                 1.2267,                0.93709,                0.93176,                0.96962,                0.83092,                0.62083,                0.53981,                 1.0398,             0.00015059,             0.00015059,             0.00015059
                    601,                0.86201,                0.82047,                 1.2093,                0.93545,                0.92523,                0.96833,                0.83157,                0.61892,                 0.5426,                 1.0395,             0.00015022,             0.00015022,             0.00015022
                    602,                0.85605,                0.79208,                 1.1917,                0.94806,                0.92613,                0.96938,                0.83112,                0.62834,                0.53647,                 1.0432,             0.00014985,             0.00014985,             0.00014985
                    603,                 0.9253,                0.87917,                  1.268,                0.95102,                0.93037,                0.97321,                0.83259,                0.63348,                0.53135,                 1.0454,             0.00014949,             0.00014949,             0.00014949
                    604,                0.89583,                 0.8472,                 1.2182,                0.94827,                0.92013,                 0.9728,                0.83183,                0.63796,                0.53911,                  1.049,             0.00014912,             0.00014912,             0.00014912
                    605,                0.87926,                 0.7887,                 1.1916,                0.95796,                0.91259,                0.97308,                 0.8303,                0.62464,                 0.5384,                 1.0428,             0.00014875,             0.00014875,             0.00014875
                    606,                0.84209,                 0.8395,                 1.2217,                0.95409,                0.91505,                0.96958,                0.82911,                0.62103,                0.53783,                 1.0408,             0.00014839,             0.00014839,             0.00014839
                    607,                0.86954,                0.80892,                 1.2114,                0.95567,                0.91565,                 0.9703,                0.83239,                0.61045,                0.52562,                 1.0361,             0.00014802,             0.00014802,             0.00014802
                    608,                0.87736,                0.83395,                 1.2245,                0.96445,                0.91723,                0.96989,                0.83369,                0.60966,                0.51943,                 1.0364,             0.00014766,             0.00014766,             0.00014766
                    609,                0.83732,                 0.7895,                  1.192,                0.96156,                0.91889,                0.96899,                0.83456,                0.60632,                0.51847,                  1.035,             0.00014729,             0.00014729,             0.00014729
                    610,                0.87645,                0.83399,                 1.2243,                 0.9581,                0.92791,                0.97025,                0.83573,                0.61376,                0.51553,                 1.0377,             0.00014692,             0.00014692,             0.00014692
                    611,                0.87736,                0.84513,                  1.228,                0.96519,                0.92249,                 0.9697,                0.83241,                0.61438,                0.51239,                 1.0398,             0.00014656,             0.00014656,             0.00014656
                    612,                0.86374,                0.81146,                 1.2216,                0.92548,                0.93906,                0.97129,                0.83037,                0.61374,                0.52139,                 1.0371,             0.00014619,             0.00014619,             0.00014619
                    613,                0.85513,                0.81026,                  1.212,                0.92826,                 0.9442,                0.97019,                0.83094,                0.61341,                0.53022,                 1.0343,             0.00014582,             0.00014582,             0.00014582
                    614,                0.82856,                0.79517,                 1.1978,                0.92504,                0.94375,                 0.9712,                0.83168,                0.61105,                0.53124,                 1.0354,             0.00014546,             0.00014546,             0.00014546
                    615,                0.85698,                0.82668,                 1.2082,                 0.9686,                0.91944,                0.97271,                0.83632,                0.60935,                0.51802,                 1.0366,             0.00014509,             0.00014509,             0.00014509
                    616,                0.87078,                0.83169,                 1.2189,                0.93495,                0.94641,                0.97581,                0.83781,                0.61374,                 0.5116,                 1.0402,             0.00014473,             0.00014473,             0.00014473
                    617,                0.83526,                0.80984,                 1.2167,                0.95503,                0.92122,                 0.9745,                0.83903,                 0.6074,                0.51261,                  1.037,             0.00014436,             0.00014436,             0.00014436
                    618,                0.82533,                0.79295,                 1.1935,                0.94685,                0.93153,                0.97434,                0.83794,                0.61044,                0.51752,                 1.0362,             0.00014399,             0.00014399,             0.00014399
                    619,                0.84227,                0.78891,                 1.1933,                0.95399,                0.92331,                0.97383,                0.83459,                0.61461,                0.51767,                 1.0374,             0.00014363,             0.00014363,             0.00014363
                    620,                 0.8739,                0.85854,                 1.2209,                0.93123,                0.93444,                0.97218,                 0.8323,                0.61902,                0.52487,                 1.0401,             0.00014326,             0.00014326,             0.00014326
                    621,                0.85871,                0.81463,                 1.2086,                0.94018,                0.92826,                0.97266,                0.83332,                0.61625,                0.52272,                 1.0376,             0.00014289,             0.00014289,             0.00014289
                    622,                0.85526,                0.81742,                 1.2129,                0.95328,                0.92579,                0.97246,                0.83358,                0.61244,                0.51569,                 1.0352,             0.00014253,             0.00014253,             0.00014253
                    623,                0.82325,                0.78952,                 1.1901,                0.96727,                0.92031,                0.97319,                0.83493,                0.60848,                0.50844,                 1.0344,             0.00014216,             0.00014216,             0.00014216
                    624,                0.86203,                0.79743,                  1.209,                0.96276,                0.91787,                0.97311,                0.83449,                0.61089,                0.51715,                 1.0356,              0.0001418,              0.0001418,              0.0001418
                    625,                0.83275,                 0.7774,                 1.1921,                0.96445,                0.91643,                0.97358,                0.83576,                0.60485,                0.51471,                 1.0327,             0.00014143,             0.00014143,             0.00014143
                    626,                0.87884,                0.82876,                 1.2117,                0.96787,                0.91528,                0.97433,                0.83473,                0.61173,                0.51508,                 1.0349,             0.00014106,             0.00014106,             0.00014106
                    627,                0.85982,                0.79073,                  1.213,                0.96753,                0.91394,                0.97441,                0.83663,                 0.6109,                0.51453,                 1.0328,              0.0001407,              0.0001407,              0.0001407
                    628,                0.87127,                0.81888,                 1.2181,                0.96621,                 0.9112,                0.97604,                0.83638,                0.61182,                 0.5109,                 1.0307,             0.00014033,             0.00014033,             0.00014033
                    629,                0.81677,                0.77079,                 1.1918,                0.92845,                0.94587,                0.97504,                0.83612,                 0.6134,                0.50525,                 1.0325,             0.00013996,             0.00013996,             0.00013996
                    630,                0.81472,                0.79192,                  1.193,                0.93858,                  0.941,                0.97409,                0.83241,                0.62027,                0.50704,                 1.0358,              0.0001396,              0.0001396,              0.0001396
                    631,                0.86325,                0.81026,                 1.2345,                0.93357,                0.94835,                0.97217,                0.83166,                0.61024,                0.51174,                 1.0319,             0.00013923,             0.00013923,             0.00013923
                    632,                0.86946,                0.80165,                 1.2017,                0.93787,                0.93558,                 0.9721,                0.82883,                0.61851,                0.52752,                 1.0389,             0.00013886,             0.00013886,             0.00013886
                    633,                0.89629,                0.80881,                 1.2111,                0.94085,                0.94227,                0.97353,                 0.8311,                0.61021,                0.51597,                 1.0349,              0.0001385,              0.0001385,              0.0001385
                    634,                0.85704,                0.79637,                 1.1993,                 0.9338,                0.95093,                0.97609,                0.83513,                0.61288,                0.51289,                 1.0361,             0.00013813,             0.00013813,             0.00013813
                    635,                0.84313,                0.81592,                 1.1969,                0.93479,                0.94166,                0.97569,                0.83568,                0.61306,                0.51202,                 1.0345,             0.00013777,             0.00013777,             0.00013777
                    636,                0.87291,                0.81842,                 1.2214,                0.95557,                0.92461,                 0.9759,                0.83802,                0.60438,                0.51663,                 1.0309,              0.0001374,              0.0001374,              0.0001374
                    637,                0.83284,                0.77919,                 1.1927,                0.95134,                0.93001,                0.97519,                0.83742,                0.60401,                0.51455,                 1.0319,             0.00013703,             0.00013703,             0.00013703
                    638,                0.82426,                0.79612,                 1.1963,                0.94369,                0.94077,                0.97479,                0.83826,                0.60099,                0.50979,                 1.0306,             0.00013667,             0.00013667,             0.00013667
                    639,                0.83772,                0.76142,                 1.1822,                0.94231,                0.94479,                0.97528,                0.83974,                0.59985,                0.50793,                 1.0304,              0.0001363,              0.0001363,              0.0001363
                    640,                0.85523,                0.81218,                 1.2075,                0.96559,                0.92458,                0.97525,                0.83829,                0.60415,                 0.5095,                 1.0326,             0.00013593,             0.00013593,             0.00013593
                    641,                0.86623,                0.79852,                 1.2145,                0.96508,                0.92428,                0.97628,                0.83838,                0.60027,                0.50435,                 1.0305,             0.00013557,             0.00013557,             0.00013557
                    642,                0.86602,                0.78467,                 1.1995,                0.96045,                 0.9278,                0.97639,                0.83976,                0.60101,                0.50403,                 1.0308,              0.0001352,              0.0001352,              0.0001352
                    643,                0.84607,                0.80155,                 1.1961,                0.94555,                0.93636,                0.97568,                0.83987,                0.60347,                0.50615,                 1.0286,             0.00013484,             0.00013484,             0.00013484
                    644,                0.91222,                  0.808,                 1.2061,                0.93897,                0.94287,                0.97341,                0.83818,                0.60632,                 0.5105,                 1.0279,             0.00013447,             0.00013447,             0.00013447
                    645,                0.87645,                0.78674,                 1.1939,                0.92331,                0.94908,                0.97375,                0.83865,                0.60617,                0.51871,                 1.0287,              0.0001341,              0.0001341,              0.0001341
                    646,                0.85224,                0.79724,                 1.1975,                0.92728,                0.94838,                0.97429,                0.84074,                0.59987,                0.51768,                 1.0243,             0.00013374,             0.00013374,             0.00013374
                    647,                0.90205,                 0.8139,                 1.2187,                0.93982,                0.94773,                0.97522,                0.84015,                0.59994,                0.50781,                 1.0248,             0.00013337,             0.00013337,             0.00013337
                    648,                0.85613,                0.80461,                 1.1855,                0.96478,                0.93335,                0.97591,                0.84091,                0.60045,                0.50234,                 1.0245,               0.000133,               0.000133,               0.000133
                    649,                0.89997,                0.81433,                  1.215,                0.95218,                0.94118,                0.97662,                0.84279,                0.59761,                 0.5002,                 1.0235,             0.00013264,             0.00013264,             0.00013264
                    650,                0.87546,                 0.7921,                 1.2028,                0.95324,                0.93665,                0.97689,                0.84338,                0.59151,                0.49576,                 1.0215,             0.00013227,             0.00013227,             0.00013227
                    651,                0.85129,                0.81284,                 1.2226,                0.95885,                0.93775,                0.97655,                0.84034,                0.60436,                0.49475,                 1.0257,             0.00013191,             0.00013191,             0.00013191
                    652,                0.84179,                0.78511,                 1.2016,                0.94162,                0.95019,                0.97728,                0.84682,                 0.5938,                0.49069,                 1.0251,             0.00013154,             0.00013154,             0.00013154
                    653,                0.83539,                0.78107,                 1.1866,                0.94781,                0.94369,                0.97665,                0.84489,                0.60039,                0.49632,                  1.028,             0.00013117,             0.00013117,             0.00013117
                    654,                0.81484,                0.76202,                 1.1783,                0.94308,                0.94003,                0.97557,                0.84238,                0.59919,                0.50384,                 1.0249,             0.00013081,             0.00013081,             0.00013081
                    655,                0.83857,                0.77375,                  1.183,                0.93155,                0.94734,                0.97652,                0.84143,                0.59873,                0.50473,                 1.0254,             0.00013044,             0.00013044,             0.00013044
                    656,                0.84452,                0.78609,                 1.2144,                0.94344,                0.94375,                0.97645,                0.84635,                0.59134,                0.49788,                 1.0207,             0.00013007,             0.00013007,             0.00013007
                    657,                0.85107,                0.77784,                 1.1883,                0.95594,                 0.9419,                0.97634,                0.84699,                0.58833,                0.49509,                  1.019,             0.00012971,             0.00012971,             0.00012971
                    658,                0.88815,                0.81011,                 1.2203,                0.95053,                0.94064,                0.97709,                0.84496,                 0.5912,                 0.4994,                   1.02,             0.00012934,             0.00012934,             0.00012934
