                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    235,                  1.211,                 1.4464,                  1.534,                0.76802,                0.76314,                0.82264,                0.59014,                0.98933,                 1.0087,                 1.3769,             0.00028429,             0.00028429,             0.00028429
                    236,                 1.2571,                 1.5066,                 1.5429,                0.75251,                0.79875,                0.83068,                0.59122,                 1.0288,                 1.0037,                 1.3943,             0.00028392,             0.00028392,             0.00028392
                    237,                 1.2145,                 1.4307,                 1.5286,                0.77795,                0.75138,                0.82827,                0.59734,                0.99786,                  1.001,                 1.3828,             0.00028355,             0.00028355,             0.00028355
                    238,                 1.2364,                 1.5027,                 1.5515,                0.76804,                0.76007,                0.82751,                0.59569,                0.99319,                0.99821,                 1.3813,             0.00028319,             0.00028319,             0.00028319
                    239,                 1.2548,                 1.4404,                 1.5387,                0.74217,                0.76808,                0.81279,                0.58615,                 1.0161,                 1.0066,                 1.3858,             0.00028282,             0.00028282,             0.00028282
                    240,                 1.2804,                  1.502,                 1.5854,                0.74405,                0.71073,                0.79412,                0.57973,                 1.0139,                 1.0779,                 1.3862,             0.00028245,             0.00028245,             0.00028245
                    241,                 1.1998,                 1.4295,                 1.5206,                0.75127,                0.77183,                0.81802,                0.59497,                0.98278,                  1.044,                 1.3662,             0.00028209,             0.00028209,             0.00028209
                    242,                 1.2352,                 1.4574,                 1.5449,                0.75341,                0.78321,                 0.8288,                0.60451,                0.97423,                 1.0267,                 1.3537,             0.00028172,             0.00028172,             0.00028172
                    243,                 1.2347,                 1.3832,                 1.5301,                0.78604,                0.74833,                 0.8342,                0.60533,                0.97363,                0.99652,                 1.3566,             0.00028136,             0.00028136,             0.00028136
                    244,                 1.2313,                 1.4644,                  1.528,                0.75705,                0.76569,                0.81724,                0.58314,                 1.0199,                 1.0315,                 1.3903,             0.00028099,             0.00028099,             0.00028099
                    245,                 1.1771,                 1.3785,                  1.491,                0.77573,                0.80195,                0.84114,                0.61015,                0.99493,                0.97748,                 1.3719,             0.00028062,             0.00028062,             0.00028062
                    246,                 1.2737,                 1.4715,                 1.5675,                0.77074,                0.80552,                0.84075,                0.61409,                0.98831,                0.97317,                 1.3744,             0.00028026,             0.00028026,             0.00028026
                    247,                 1.2256,                 1.4123,                 1.5198,                0.77531,                0.77211,                0.83989,                0.61615,                0.97563,                0.97098,                  1.363,             0.00027989,             0.00027989,             0.00027989
                    248,                 1.1902,                 1.3851,                 1.4929,                0.75545,                0.77717,                0.82719,                0.60106,                0.98615,                0.96715,                 1.3601,             0.00027952,             0.00027952,             0.00027952
                    249,                 1.2254,                 1.4193,                  1.511,                0.76811,                0.78747,                0.84186,                0.62034,                  0.972,                0.94321,                 1.3537,             0.00027916,             0.00027916,             0.00027916
                    250,                 1.2413,                 1.4177,                 1.5275,                0.78378,                0.78448,                0.84588,                0.62656,                0.97753,                0.95478,                 1.3584,             0.00027879,             0.00027879,             0.00027879
                    251,                 1.2006,                  1.389,                 1.5014,                 0.7928,                0.78348,                0.85022,                0.62662,                 0.9692,                 0.9387,                 1.3489,             0.00027842,             0.00027842,             0.00027842
                    252,                 1.2088,                 1.4412,                  1.551,                0.78808,                0.79346,                0.85224,                0.63086,                0.95986,                0.91634,                 1.3414,             0.00027806,             0.00027806,             0.00027806
                    253,                 1.2112,                 1.3619,                 1.4942,                0.77963,                0.79589,                0.84672,                0.62144,                0.97028,                0.94112,                 1.3421,             0.00027769,             0.00027769,             0.00027769
                    254,                 1.1905,                 1.3225,                 1.4918,                0.78742,                 0.7841,                0.83974,                0.61587,                0.97094,                0.98982,                 1.3447,             0.00027733,             0.00027733,             0.00027733
                    255,                 1.2022,                 1.3605,                 1.4933,                0.78755,                0.77991,                0.83624,                0.60951,                0.98207,                 1.0322,                  1.362,             0.00027696,             0.00027696,             0.00027696
                    256,                   1.19,                  1.404,                 1.5192,                0.77971,                0.77731,                0.82747,                0.60163,                 1.0018,                 1.0008,                 1.3621,             0.00027659,             0.00027659,             0.00027659
                    257,                 1.2307,                 1.3587,                 1.5028,                 0.7525,                0.81696,                0.83666,                0.62147,                0.95159,                0.94931,                 1.3359,             0.00027623,             0.00027623,             0.00027623
                    258,                 1.2057,                 1.3707,                 1.5181,                 0.8006,                0.81195,                0.84955,                0.62724,                0.95853,                0.91736,                 1.3414,             0.00027586,             0.00027586,             0.00027586
                    259,                  1.176,                 1.3705,                  1.501,                0.79658,                0.81829,                0.85079,                0.63202,                0.96005,                0.90077,                 1.3356,             0.00027549,             0.00027549,             0.00027549
                    260,                 1.2067,                 1.4546,                 1.5243,                0.76284,                0.80415,                0.84414,                0.62836,                0.96665,                0.92817,                 1.3385,             0.00027513,             0.00027513,             0.00027513
                    261,                 1.1905,                 1.3835,                  1.506,                0.79214,                0.77031,                0.83668,                0.61952,                 0.9484,                0.95977,                 1.3292,             0.00027476,             0.00027476,             0.00027476
                    262,                 1.1809,                 1.3359,                 1.4738,                0.82671,                0.78335,                0.85718,                0.63333,                0.95961,                0.94403,                 1.3293,              0.0002744,              0.0002744,              0.0002744
                    263,                 1.1849,                 1.3852,                  1.525,                 0.8295,                0.80199,                 0.8642,                0.64357,                0.95084,                0.91883,                 1.3283,             0.00027403,             0.00027403,             0.00027403
                    264,                 1.2115,                 1.3767,                   1.52,                0.81809,                0.78926,                0.85408,                 0.6304,                0.95452,                0.89162,                 1.3411,             0.00027366,             0.00027366,             0.00027366
                    265,                 1.1673,                 1.2939,                 1.4847,                0.81869,                0.78536,                0.85379,                0.63428,                0.93683,                0.89198,                 1.3233,              0.0002733,              0.0002733,              0.0002733
                    266,                 1.1835,                 1.3692,                 1.5054,                0.78735,                0.81547,                0.86175,                0.63608,                0.95694,                0.92249,                 1.3345,             0.00027293,             0.00027293,             0.00027293
                    267,                 1.1714,                 1.3369,                 1.4907,                0.79733,                 0.8014,                0.86221,                0.63316,                 0.9677,                0.94131,                 1.3444,             0.00027256,             0.00027256,             0.00027256
                    268,                  1.186,                 1.3284,                 1.4819,                0.79204,                0.80295,                0.85977,                0.63069,                0.97083,                0.92835,                 1.3497,              0.0002722,              0.0002722,              0.0002722
                    269,                   1.23,                 1.3609,                 1.5101,                0.76992,                0.82242,                0.86737,                0.64143,                0.94317,                0.89254,                 1.3298,             0.00027183,             0.00027183,             0.00027183
                    270,                 1.1348,                 1.3438,                 1.4513,                0.78157,                0.84515,                0.86389,                0.64314,                0.93612,                 0.9058,                 1.3153,             0.00027147,             0.00027147,             0.00027147
                    271,                   1.21,                 1.3541,                 1.4906,                0.77069,                0.80577,                0.85377,                0.62304,                0.96007,                0.94804,                 1.3465,              0.0002711,              0.0002711,              0.0002711
                    272,                 1.1854,                  1.336,                 1.5094,                0.82896,                 0.7843,                0.86557,                0.64046,                0.95179,                0.88959,                  1.329,             0.00027073,             0.00027073,             0.00027073
                    273,                 1.1899,                 1.3287,                 1.4821,                0.81709,                0.80524,                0.86202,                0.63533,                0.93855,                0.88212,                 1.3245,             0.00027037,             0.00027037,             0.00027037
                    274,                 1.1833,                 1.3079,                 1.4717,                0.82243,                0.78856,                0.86044,                0.64272,                0.93172,                0.86953,                 1.3132,                0.00027,                0.00027,                0.00027
                    275,                 1.1492,                 1.3633,                 1.4956,                0.78834,                 0.7968,                0.85995,                0.64397,                0.92651,                0.89317,                 1.3077,             0.00026963,             0.00026963,             0.00026963
                    276,                 1.1762,                 1.2936,                  1.484,                 0.8086,                0.81395,                0.87074,                0.65414,                0.92204,                0.89337,                 1.3025,             0.00026927,             0.00026927,             0.00026927
                    277,                 1.1571,                 1.2773,                 1.4675,                0.83425,                0.82501,                0.88435,                0.65392,                0.92402,                0.87766,                 1.3081,              0.0002689,              0.0002689,              0.0002689
                    278,                 1.2285,                 1.2876,                  1.496,                 0.8079,                0.84587,                0.88376,                0.65726,                0.93003,                0.87523,                 1.3052,             0.00026853,             0.00026853,             0.00026853
                    279,                 1.1674,                 1.2917,                 1.4818,                0.82913,                0.81356,                0.87518,                 0.6595,                0.91359,                 0.8636,                  1.292,             0.00026817,             0.00026817,             0.00026817
                    280,                 1.1843,                 1.3531,                 1.4839,                0.78516,                0.82771,                0.86905,                0.65218,                 0.9103,                0.90445,                 1.2931,              0.0002678,              0.0002678,              0.0002678
                    281,                 1.1547,                 1.3247,                 1.4732,                0.80501,                0.81346,                0.86945,                0.64964,                0.92028,                0.89306,                 1.3077,             0.00026744,             0.00026744,             0.00026744
                    282,                 1.1791,                 1.3767,                 1.5189,                0.81476,                0.82044,                0.87045,                0.65637,                0.93659,                0.84859,                 1.3107,             0.00026707,             0.00026707,             0.00026707
                    283,                  1.201,                 1.3603,                  1.511,                0.82037,                0.80302,                0.87361,                0.65715,                0.92912,                0.86817,                 1.3085,              0.0002667,              0.0002667,              0.0002667
                    284,                 1.1701,                 1.2699,                 1.4654,                0.81512,                0.79547,                 0.8741,                0.64204,                0.93923,                0.90742,                 1.3079,             0.00026634,             0.00026634,             0.00026634
                    285,                 1.1691,                 1.3479,                 1.4743,                0.81095,                0.82207,                0.87453,                0.65537,                0.91221,                0.87975,                 1.2878,             0.00026597,             0.00026597,             0.00026597
                    286,                 1.1573,                  1.269,                 1.4432,                0.79938,                0.81614,                0.87522,                0.65347,                0.91907,                0.87687,                 1.2982,              0.0002656,              0.0002656,              0.0002656
                    287,                 1.1382,                 1.2422,                 1.4392,                0.82434,                0.78458,                0.87172,                0.65741,                0.90361,                0.87568,                 1.2925,             0.00026524,             0.00026524,             0.00026524
                    288,                 1.2173,                 1.3684,                 1.5053,                0.80896,                0.79625,                0.86003,                0.64242,                0.94977,                0.87512,                 1.3232,             0.00026487,             0.00026487,             0.00026487
                    289,                 1.1484,                 1.3392,                 1.4901,                0.81073,                0.81624,                 0.8746,                0.65796,                0.92527,                0.84448,                 1.3057,             0.00026451,             0.00026451,             0.00026451
                    290,                 1.1564,                 1.2582,                 1.4576,                0.79544,                0.82288,                0.87165,                0.64463,                0.93212,                0.87902,                 1.3042,             0.00026414,             0.00026414,             0.00026414
                    291,                 1.1261,                 1.2288,                 1.4369,                0.81448,                0.82476,                0.88364,                0.66226,                 0.9034,                0.86514,                  1.288,             0.00026377,             0.00026377,             0.00026377
                    292,                   1.19,                 1.2839,                 1.4652,                0.80184,                0.83148,                0.88339,                0.65376,                0.93616,                0.88271,                 1.3131,             0.00026341,             0.00026341,             0.00026341
                    293,                 1.1744,                 1.2818,                 1.4654,                0.81919,                0.81886,                0.87366,                0.65954,                 0.9132,                 0.8393,                 1.2898,             0.00026304,             0.00026304,             0.00026304
                    294,                 1.1335,                 1.2701,                 1.4658,                0.79024,                0.83067,                0.87059,                0.66265,                0.91025,                0.85085,                  1.283,             0.00026267,             0.00026267,             0.00026267
                    295,                 1.1417,                 1.2562,                 1.4602,                0.82707,                0.81496,                0.88098,                0.66774,                0.89567,                0.86067,                 1.2811,             0.00026231,             0.00026231,             0.00026231
                    296,                 1.1516,                 1.2916,                 1.4579,                0.82004,                0.84894,                0.88668,                0.66843,                0.90785,                0.86083,                 1.2833,             0.00026194,             0.00026194,             0.00026194
                    297,                 1.1446,                 1.2775,                 1.4523,                0.82065,                0.84471,                0.88765,                0.66734,                0.90452,                0.84139,                 1.2851,             0.00026158,             0.00026158,             0.00026158
                    298,                 1.1449,                 1.2214,                 1.4565,                0.83706,                0.83902,                0.88647,                0.67058,                0.89039,                0.84338,                  1.273,             0.00026121,             0.00026121,             0.00026121
                    299,                 1.1982,                 1.3251,                 1.5021,                0.85982,                 0.8243,                0.88877,                0.68212,                0.89304,                0.84548,                 1.2767,             0.00026084,             0.00026084,             0.00026084
                    300,                 1.1333,                 1.2561,                  1.426,                0.82139,                0.83047,                0.87921,                0.67348,                0.91078,                0.86588,                 1.2809,             0.00026048,             0.00026048,             0.00026048
                    301,                 1.1188,                 1.2476,                 1.4239,                0.81514,                0.79799,                0.87473,                0.66427,                0.89274,                0.85483,                 1.2791,             0.00026011,             0.00026011,             0.00026011
                    302,                 1.1562,                 1.3011,                 1.4585,                0.82034,                 0.8448,                0.88837,                 0.6732,                0.89036,                0.82801,                 1.2751,             0.00025974,             0.00025974,             0.00025974
                    303,                  1.168,                 1.3446,                 1.4868,                0.82577,                0.83467,                0.89137,                0.67042,                0.91741,                0.83608,                 1.2912,             0.00025938,             0.00025938,             0.00025938
                    304,                 1.1612,                 1.2822,                 1.4537,                 0.8335,                0.82932,                0.89708,                0.68186,                0.88802,                0.84032,                 1.2713,             0.00025901,             0.00025901,             0.00025901
                    305,                 1.1714,                 1.2467,                 1.4737,                0.82465,                0.81641,                0.88095,                0.66073,                0.90625,                0.88971,                 1.2842,             0.00025864,             0.00025864,             0.00025864
                    306,                 1.1608,                  1.269,                 1.4525,                0.81408,                0.82968,                0.87996,                0.66446,                0.91347,                0.88095,                 1.2735,             0.00025828,             0.00025828,             0.00025828
                    307,                 1.1824,                 1.2968,                 1.4842,                0.80804,                0.82652,                0.87821,                0.66725,                0.91943,                0.86668,                   1.28,             0.00025791,             0.00025791,             0.00025791
                    308,                 1.1572,                  1.271,                 1.4388,                0.80945,                0.81456,                0.88449,                0.67359,                0.88915,                0.86215,                 1.2684,             0.00025755,             0.00025755,             0.00025755
                    309,                 1.1551,                 1.2622,                 1.4535,                0.83505,                0.82705,                0.89686,                0.68144,                0.87603,                0.86055,                  1.255,             0.00025718,             0.00025718,             0.00025718
                    310,                 1.1502,                 1.2143,                 1.4322,                 0.8488,                0.83645,                0.89709,                0.67487,                0.89271,                0.84376,                 1.2715,             0.00025681,             0.00025681,             0.00025681
                    311,                 1.1588,                 1.2151,                 1.4532,                0.82357,                0.85284,                0.89669,                0.67604,                0.89794,                0.82846,                 1.2807,             0.00025645,             0.00025645,             0.00025645
                    312,                 1.0985,                 1.1781,                 1.4118,                0.83792,                0.83707,                0.89834,                0.68562,                0.87989,                0.86348,                 1.2646,             0.00025608,             0.00025608,             0.00025608
                    313,                   1.09,                 1.2059,                 1.4293,                0.84767,                 0.8577,                0.90628,                0.69756,                0.85392,                0.81697,                 1.2457,             0.00025571,             0.00025571,             0.00025571
                    314,                 1.0767,                  1.176,                 1.3943,                0.83266,                0.86873,                0.90489,                0.69601,                0.86352,                0.82146,                  1.245,             0.00025535,             0.00025535,             0.00025535
                    315,                 1.0652,                 1.1932,                 1.3982,                0.81904,                0.85465,                0.90125,                0.69807,                0.85341,                0.81546,                 1.2424,             0.00025498,             0.00025498,             0.00025498
                    316,                 1.1453,                 1.2948,                 1.4893,                0.81214,                0.84089,                0.90017,                0.69766,                0.85892,                0.81347,                 1.2516,             0.00025462,             0.00025462,             0.00025462
                    317,                 1.1583,                  1.279,                 1.4472,                0.84328,                0.84381,                0.90243,                0.69221,                0.88083,                0.81002,                 1.2677,             0.00025425,             0.00025425,             0.00025425
                    318,                 1.1173,                 1.2822,                 1.4453,                0.83775,                0.85779,                0.90321,                0.68632,                0.90476,                0.84965,                 1.2741,             0.00025388,             0.00025388,             0.00025388
                    319,                 1.1003,                 1.2047,                 1.4108,                0.84648,                0.85318,                 0.9112,                0.70204,                0.86258,                0.81107,                 1.2517,             0.00025352,             0.00025352,             0.00025352
                    320,                  1.096,                  1.173,                 1.4173,                0.81901,                0.88096,                0.91106,                0.70063,                0.86614,                0.79138,                 1.2529,             0.00025315,             0.00025315,             0.00025315
                    321,                 1.1172,                 1.2433,                 1.4116,                0.83118,                0.85257,                0.90764,                0.69355,                0.87166,                0.78389,                 1.2521,             0.00025278,             0.00025278,             0.00025278
                    322,                 1.0839,                 1.1939,                 1.4074,                0.82876,                0.86609,                0.90892,                0.69594,                0.86273,                0.78381,                 1.2458,             0.00025242,             0.00025242,             0.00025242
                    323,                  1.096,                 1.1974,                  1.412,                0.84148,                0.83814,                0.90653,                0.69851,                0.85467,                 0.7944,                 1.2423,             0.00025205,             0.00025205,             0.00025205
                    324,                 1.1146,                 1.1939,                 1.4269,                0.83726,                0.81633,                0.89594,                0.68644,                0.88259,                0.81364,                 1.2557,             0.00025169,             0.00025169,             0.00025169
                    325,                 1.1126,                 1.2098,                 1.4191,                0.80699,                0.84865,                0.89902,                0.69025,                0.86661,                0.81967,                  1.255,             0.00025132,             0.00025132,             0.00025132
                    326,                 1.1124,                 1.1639,                 1.4043,                0.83024,                0.84055,                0.89616,                0.69103,                0.85539,                0.80862,                 1.2379,             0.00025095,             0.00025095,             0.00025095
                    327,                  1.112,                 1.1739,                 1.4143,                0.82125,                0.86263,                0.90176,                0.70151,                0.83159,                0.79396,                 1.2224,             0.00025059,             0.00025059,             0.00025059
                    328,                 1.0893,                 1.2096,                 1.4263,                0.86129,                0.84983,                0.90367,                0.69863,                0.84925,                0.77525,                 1.2352,             0.00025022,             0.00025022,             0.00025022
                    329,                 1.1421,                 1.2301,                 1.4445,                0.83888,                0.86118,                0.90386,                0.69879,                0.85482,                0.78475,                 1.2397,             0.00024985,             0.00024985,             0.00024985
                    330,                 1.1097,                 1.1631,                 1.4205,                0.82395,                0.86688,                0.90612,                0.69754,                 0.8461,                0.79953,                 1.2361,             0.00024949,             0.00024949,             0.00024949
                    331,                 1.1126,                 1.2332,                 1.4408,                0.85218,                0.83155,                0.90551,                0.70076,                0.83673,                0.79304,                 1.2258,             0.00024912,             0.00024912,             0.00024912
                    332,                 1.0704,                 1.1734,                  1.403,                0.86219,                0.84135,                0.90228,                0.69933,                0.85431,                0.77465,                 1.2468,             0.00024875,             0.00024875,             0.00024875
                    333,                 1.1043,                 1.1851,                 1.4158,                0.83661,                0.87346,                0.91032,                0.70165,                0.85931,                0.77832,                 1.2421,             0.00024839,             0.00024839,             0.00024839
                    334,                 1.0888,                 1.1278,                 1.3954,                0.88495,                0.84926,                0.92014,                 0.7091,                0.85717,                0.77991,                 1.2364,             0.00024802,             0.00024802,             0.00024802
                    335,                 1.0785,                 1.1466,                  1.398,                0.87606,                0.85723,                0.92013,                0.70847,                0.85102,                 0.7705,                 1.2363,             0.00024766,             0.00024766,             0.00024766
                    336,                 1.0939,                 1.2101,                  1.406,                0.85672,                0.84787,                0.91501,                0.70948,                0.84393,                0.76036,                 1.2337,             0.00024729,             0.00024729,             0.00024729
                    337,                 1.0619,                 1.1264,                 1.4042,                0.85542,                0.85127,                0.91371,                0.71114,                0.83522,                0.76684,                 1.2314,             0.00024692,             0.00024692,             0.00024692
                    338,                 1.1266,                 1.2102,                 1.4408,                0.85275,                0.84938,                0.91186,                  0.712,                0.85053,                0.77285,                 1.2352,             0.00024656,             0.00024656,             0.00024656
                    339,                 1.1417,                 1.2411,                 1.4502,                0.86756,                0.85638,                0.91712,                0.70912,                0.84801,                0.77406,                 1.2405,             0.00024619,             0.00024619,             0.00024619
                    340,                 1.1014,                 1.1476,                  1.413,                0.87865,                0.85712,                0.91258,                0.70604,                0.85697,                0.79707,                 1.2421,             0.00024582,             0.00024582,             0.00024582
                    341,                 1.0569,                 1.1331,                 1.3815,                0.85055,                0.86582,                0.90575,                0.70457,                0.84307,                0.81222,                 1.2311,             0.00024546,             0.00024546,             0.00024546
                    342,                 1.0838,                 1.1575,                 1.4224,                0.84152,                0.85751,                 0.9057,                  0.707,                0.83856,                0.80222,                 1.2285,             0.00024509,             0.00024509,             0.00024509
                    343,                 1.0803,                 1.1785,                 1.4027,                 0.8832,                0.85325,                0.91323,                0.71966,                0.82473,                0.75342,                 1.2202,             0.00024473,             0.00024473,             0.00024473
                    344,                 1.0856,                 1.1716,                 1.3934,                0.86796,                0.85566,                0.91098,                0.71509,                0.83688,                  0.762,                 1.2257,             0.00024436,             0.00024436,             0.00024436
                    345,                 1.0512,                 1.1294,                 1.3692,                 0.8535,                0.86122,                0.90957,                0.70883,                0.84586,                0.77974,                 1.2246,             0.00024399,             0.00024399,             0.00024399
                    346,                 1.1065,                 1.1496,                 1.4013,                0.86405,                0.84865,                0.90954,                0.70933,                0.83438,                0.76443,                 1.2189,             0.00024363,             0.00024363,             0.00024363
                    347,                 1.0877,                 1.1428,                 1.3984,                0.86779,                0.86373,                0.91389,                0.71644,                0.82725,                0.74937,                 1.2172,             0.00024326,             0.00024326,             0.00024326
                    348,                 1.0939,                 1.2101,                 1.4098,                0.86804,                0.83913,                0.91029,                0.71124,                0.85354,                0.76761,                 1.2309,             0.00024289,             0.00024289,             0.00024289
                    349,                 1.0667,                 1.1022,                 1.3854,                0.85155,                0.85281,                 0.9112,                0.71209,                0.82993,                0.77047,                 1.2202,             0.00024253,             0.00024253,             0.00024253
                    350,                 1.0522,                 1.1578,                 1.3901,                0.82636,                0.88304,                0.92121,                0.72442,                0.81424,                0.74845,                 1.2059,             0.00024216,             0.00024216,             0.00024216
                    351,                 1.0876,                 1.1635,                 1.3933,                0.86145,                0.84743,                 0.9151,                0.71909,                0.82611,                0.73912,                 1.2146,             0.00024179,             0.00024179,             0.00024179
                    352,                 1.1143,                 1.1963,                 1.4087,                 0.8719,                0.83793,                0.90785,                0.71658,                0.82123,                0.75081,                 1.2077,             0.00024143,             0.00024143,             0.00024143
                    353,                  1.078,                 1.1325,                 1.3906,                0.86568,                0.84909,                 0.9125,                0.72194,                0.80839,                0.76544,                 1.2046,             0.00024106,             0.00024106,             0.00024106
                    354,                 1.0287,                 1.1001,                 1.3649,                0.85365,                0.85845,                0.91071,                0.71261,                0.82782,                0.78206,                 1.2164,              0.0002407,              0.0002407,              0.0002407
                    355,                 1.1066,                 1.1608,                   1.42,                0.85221,                0.87891,                0.92485,                0.72896,                0.81254,                0.75363,                 1.2104,             0.00024033,             0.00024033,             0.00024033
                    356,                 1.0541,                 1.1064,                  1.376,                0.86287,                0.87542,                0.92394,                0.72837,                0.81948,                0.72598,                 1.2114,             0.00023996,             0.00023996,             0.00023996
                    357,                 1.0815,                  1.161,                 1.4139,                0.87323,                0.86529,                 0.9256,                0.73103,                0.80845,                0.71994,                 1.2021,              0.0002396,              0.0002396,              0.0002396
                    358,                 1.0634,                 1.1685,                  1.405,                0.85868,                0.87994,                0.92744,                0.72749,                0.81663,                0.73715,                 1.2085,             0.00023923,             0.00023923,             0.00023923
                    359,                 1.0379,                 1.0849,                 1.3561,                0.84887,                0.86871,                0.92336,                0.72482,                0.81605,                0.74725,                 1.2085,             0.00023886,             0.00023886,             0.00023886
                    360,                  1.102,                  1.129,                 1.3861,                0.86905,                0.87069,                0.92359,                0.71925,                0.82241,                0.74445,                 1.2126,              0.0002385,              0.0002385,              0.0002385
                    361,                 1.0821,                 1.0879,                 1.3689,                 0.8763,                0.86092,                0.92588,                0.71938,                0.82734,                0.76674,                  1.214,             0.00023813,             0.00023813,             0.00023813
                    362,                 1.0977,                 1.1111,                 1.3715,                0.86048,                0.87576,                0.93028,                0.73003,                0.81737,                0.74889,                 1.2052,             0.00023777,             0.00023777,             0.00023777
                    363,                 1.0516,                   1.13,                 1.3933,                0.89127,                0.88152,                0.93843,                0.73736,                0.80619,                0.71986,                 1.1974,              0.0002374,              0.0002374,              0.0002374
                    364,                 1.0817,                 1.1283,                 1.3902,                0.88154,                0.88083,                0.93732,                 0.7367,                0.81251,                0.71361,                 1.2023,             0.00023703,             0.00023703,             0.00023703
                    365,                 1.0764,                 1.1359,                   1.43,                 0.8925,                0.86892,                0.93443,                0.73662,                0.81623,                0.71012,                 1.2038,             0.00023667,             0.00023667,             0.00023667
                    366,                 1.1222,                  1.116,                 1.4013,                0.89643,                0.85891,                0.93117,                0.73727,                  0.805,                0.70956,                  1.197,              0.0002363,              0.0002363,              0.0002363
                    367,                 1.0689,                 1.0527,                  1.345,                0.87148,                0.86783,                0.92265,                0.72556,                0.79701,                0.73158,                 1.1939,             0.00023593,             0.00023593,             0.00023593
                    368,                 1.0947,                 1.1137,                 1.4173,                0.88134,                0.88306,                0.93195,                  0.737,                0.79384,                0.71295,                  1.188,             0.00023557,             0.00023557,             0.00023557
